"Section","Sub Section","Report Title","URL","Display Order"
"Division Reports","2016 Reports to Council","2016-05-08:  Rezoning 3396 Vinewood","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/3396 Vinewood Rezoning.pdf","890"
"Division Reports","2016 Reports to Council","2016-05-06:  Draft Reso Opposing HB 5557 and 5558","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/HB 5557 and 5558 Reso.pdf","891"
"Division Reports","2016 Reports to Council","2016-05-05:  Secondary Street Naming Resolution - Nicholas Hood, Sr.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/SS Name-N Hood Sr.pdf","892"
"Division Reports","2016 Reports to Council","2016-05-05:  AG's Interim Report of April 2016 regarding Demolition Activities","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/AG Interim Report of 4-16 Demolition Activities.pdf","893"
"Division Reports","2016 Reports to Council","2016-05-04:  Phoenix Haus, Industrial Facilities Exemption Certificate","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Phoenix Haus.pdf","894"
"Division Reports","2016 Reports to Council","2016-05-04:  Sakthi Automotive Group USA, Industrial Facilities Exemption Certificate","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Sakthi Automotive PH 5-4-16.pdf","895"
"Division Reports","2016 Reports to Council","2016-05-03:  Feasibility of Re-instituting the Senior's Citizens Department","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Senior Citizens Dept.pdf","896"
"Division Reports","2016 Reports to Council","2016-05-02:  Gaming Tax Revenue through March 2016","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Gaming Tax Revenue - March 2016.pdf","897"
"Division Reports","2016 Reports to Council","2016-04-28:  Hardest Hit funds for Tax Foreclosure Prevention","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Hardest Hit Funds.pdf","898"
"Division Reports","2016 Reports to Council","2016-04-27:  Resolution Authorizing Execution of Wayne County Permits","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Wayne Co Permits Reso.pdf","899"
"Division Reports","2016 Reports to Council","2016-04-26:  Resolution in Support of HB 5179","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/HB 5179.pdf","900"
"Division Reports","2016 Reports to Council","2016-04-26:  Gaming Tax Revenue through February 2016","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Gaming Tax Revenue February 2016.pdf","901"
"Division Reports","2016 Reports to Council","2016-04-20:  Children and Lead","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Children and Lead.pdf","902"
"Division Reports","2016 Reports to Council","2016-04-19:  Emergency Manager Order #42 Revision","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/EM Order 42 Revision.pdf","903"
"Division Reports","2016 Reports to Council","2016-04-18:  Yesre Realty, LLC NEZ Application follow-up report","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Yesre Realty NEZ follow-up report.pdf","904"
"Division Reports","2016 Reports to Council","2016-04-14:  Mandatory Recycling","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Mandatory Recycling.pdf","905"
"Division Reports","2016 Reports to Council","2016-04-14:  Discussion & Disposition of Emergency Manager Orders","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/EM Orders Discussion-Disposition.pdf","906"
"Division Reports","2016 Reports to Council","2016-04-14:  2016-17 CDBG NOF Appeals Report","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/CDBG-NOF 2016-17 Appeals Report.pdf","907"
"Division Reports","2016 Reports to Council","2016-04-13:  Limousines for Hire Resolution","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Limousine Transportation Act Reso.pdf","908"
"Division Reports","2016 Reports to Council","2016-04-06:  Appointments to Boards and Commissions","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Appts to Boards and Commissions 4-6-2016.pdf","909"
"Division Reports","2016 Reports to Council","2016-04-04:  Proposed Amendments to Sign Provisions","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Sign Provision Amendments.pdf","910"
"Division Reports","2016 Reports to Council","2016-04-04:  Executive Organization Plan (EOP)","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Executive Organization Plan 4-4-2016.pdf","911"
"Division Reports","2016 Reports to Council","2016-03-30:  Proposed 2016-17 CDBG/NOF Deliberation Schedule","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/CDBGNOF Schedule.pdf","912"
"Division Reports","2016 Reports to Council","2016-03-30:  Rezoning Request for 4314 E. McNichols","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/4314 McNichols.pdf","913"
"Division Reports","2016 Reports to Council","2016-03-30:  NEZ Application for Yesre Realty, LLC","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Yesre Realty LLC NEZ PA 147.pdf","914"
"Division Reports","2016 Reports to Council","2016-03-30:  Contract CIT-0123 with Citymart US Inc.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Citymart Contract.pdf","915"
"Division Reports","2016 Reports to Council","2016-03-30:  Detroit VEBAs","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/VEBA.pdf","916"
"Division Reports","2016 Reports to Council","2016-03-28:  Master Plan of Policies Change #12 Brush Park Neighborhood","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Brush Park letter to Council.pdf","917"
"Division Reports","2016 Reports to Council","2016-03-23:  Participatory Budgeting (PB)","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Participatory Budgeting.pdf","918"
"Division Reports","2016 Reports to Council","2016-03-22:  Revision of Emergency Manager Orders","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Revision EM Orders2.pdf","919"
"Division Reports","2016 Reports to Council","2016-03-21:  Report of Gaming Tax Revenue through January 2016","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Gaming Tax Revenue - January 2016.pdf","920"
"Division Reports","2016 Reports to Council","2016-03-18:  Solar Array Concerns and Considerations","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Solar Array Concerns.pdf","921"
"Division Reports","2016 Reports to Council","2016-03-18:  Rezoning Request - SHAR House, Inc.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/SHARE House.pdf","922"
"Division Reports","2016 Reports to Council","2016-03-18:  Master Plan Change #12 - Brush Park Neighborhood","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Master Plan Change 12 Brush Park CPC letter to Council.pdf","923"
"Division Reports","2016 Reports to Council","2016-03-17:  Renaming of Street Process","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Remnaming Street Proces.pdf","924"
"Division Reports","2016 Reports to Council","2016-03-17:  Secondary Street Sign Division Cost Analysis","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Secondary Street Sign Division Cost Analysis.pdf","925"
"Division Reports","2016 Reports to Council","2016-03-16:  Rezoning Request - 3720 Gratiot Ave.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/3720 Gratiot.pdf","926"
"Division Reports","2016 Reports to Council","2016-03-15:  Resolution urging DEQ to file State Implementation Plan","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/DEQ SIP under Clean Air Act.pdf","927"
"Division Reports","2016 Reports to Council","2016-03-07:  Rainbow Childcare Center PD Site Plan Review","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/Rainbow Childcare Center 3-7-2016.pdf","928"
"Division Reports","2016 Reports to Council","2016-03-07:  Midtown Detroit, Inc. and CPC Rezoning Reques","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Midtown Detroit Rezoning 3-7-2016.pdf","929"
"Division Reports","2016 Reports to Council","2016-03-02:  Departments Entering Memorandums of Understanding","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Departments MOU.pdf","930"
"Division Reports","2016 Reports to Council","2016-03-01:  Pet Coke Ordinance","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/Pet Coke Council Letter and Ordinance 3-1-2016.pdf","931"
"Division Reports","2016 Reports to Council","2016-03-01:  Secondary Street Naming Resolution - Carl Levin","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Secondary Street Name - Carl Levin.pdf","932"
"Division Reports","2016 Reports to Council","2016-02-26:  Modified Site Plan - Grand Trunk Crossing Development","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Grand Trunk Crossing.pdf","933"
"Division Reports","2016 Reports to Council","2016-02-26:  Procedure for Submitting Ballot Proposal to the City's Voters","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Ballot Proposal Procedures.pdf","934"
"Division Reports","2016 Reports to Council","2016-02-26:  City of Detroit Language Accessibility Plan","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Language Accessibility Plan.pdf","935"
"Division Reports","2016 Reports to Council","2016-02-25:  America's Top Auto Sales, Inc. Rezoning Request","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/8947Hubbell.pdf","936"
"Division Reports","2016 Reports to Council","2016-02-25:  Gus's Used Auto Sales Rezoning Request","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Gus's Used Auto Sales.pdf","937"
"Division Reports","2016 Reports to Council","2016-02-23:  Fracking","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Fracking 2-23-2016.pdf","938"
"Division Reports","2016 Reports to Council","2016-02-22:  Park Meadows Rezoning","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Park Meadows Rezoning.pdf","939"
"Division Reports","2016 Reports to Council","2016-02-22:  Joe Louis Arena Two On-Premises Business Signs","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Joe Louis On Premise Business Signs.pdf","940"
"Division Reports","2016 Reports to Council","2016-02-22:  Planned Development District-Historic - Brush Park Development, LLC","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Brush Park Development Partners LLC.pdf","941"
"Division Reports","2016 Reports to Council","2016-02-22:  Planned Development District Modification-Woodbridge Estates Phase IX","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Woodbridge Estates Phase IX.pdf","942"
"Division Reports","2016 Reports to Council","2016-02-22:  Regulation of Railroads","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Regulation of Railroads.pdf","943"
"Division Reports","2016 Reports to Council","0216-02-16:  Draft Resolution Regarding Flint Demands","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Reso Flint Demands.pdf","944"
"Division Reports","2016 Reports to Council","2016-02-15:  Secondary Street Name - Tynetta Muhammad Avenue","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Secondary Street T Muhammed.pdf","945"
"Division Reports","2016 Reports to Council","2016-02-15:  Detroit Building Authority, Commercial Land Transactions","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/DBA Commercial Land Transactions.pdf","946"
"Division Reports","2016 Reports to Council","2016-02-15:  Fusco Schaffer & Pappas, Inc. - Fellowship Chapel Church","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Norstar-Fellowship Chapel 2-12-26.pdf","947"
"Division Reports","2016 Reports to Council","2016-02-12:  Norstar Development USA, L.P. - Gardenview Estates","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Gardenview Estates 2-12-16.pdf","948"
"Division Reports","2016 Reports to Council","2016-02-12:  DWSD Contracts Subject to City Council Authority","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/DWSD Contracts sub to Council Authority.pdf","949"
"Division Reports","2016 Reports to Council","2016-02-11:  Current Fiscal Status of the Detroit Public Schools","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Financial Status of DPS.pdf","950"
"Division Reports","2016 Reports to Council","2016-02-10:  Ordinance:  Solar Generation Station","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Ordinance Solar Generation Station.pdf","951"
"Division Reports","2016 Reports to Council","2016-02-10:  Rezoning 15810 Capital Ave - former O'Shea Recreation Center","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/OSHEA Rezoning.pdf","952"
"Division Reports","2016 Reports to Council","2016-02-10:  Twin requests of James N. Candler, Jr. on behalf of DVP, LLC","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/James N Candler Jr Rezoning Requests.pdf","953"
"Division Reports","2016 Reports to Council","2016-02-10:  Detroit Public Schools Restructuring - Senate Bill 710","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/DPS Restructuring SB 710.pdf","954"
"Division Reports","2016 Reports to Council","2016-02-10:  Impact of Tax Abatements on DPS per Pupil Funding Allocation","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/DPS per Pupil Funding Allocation.pdf","955"
"Division Reports","2016 Reports to Council","2016-02-08:  Resolutions for State & Federal Water Affordability Legislation","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Reso Water Affordability.pdf","956"
"Division Reports","2016 Reports to Council","2016-02-04:  Reso Supporting Real of ban on CDC to conduct Gun Violence Research","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Reso2 Supporting Repeal of Ban on CDC-Gun Violence.pdf","957"
"Division Reports","2016 Reports to Council","2016-02-02:  Equalization Credits; Detroit Based Businesses","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Equalization Credits.pdf","958"
"Division Reports","2016 Reports to Council","2016-02-01:  HB 5232 & SB 0270:  Michigan Logan Historic Districts Act","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/HB-5232-SB-0720-report-to-City-Council-with-attachments.pdf","959"
"Division Reports","2016 Reports to Council","2016-02-01:  Business Identification Signage for Subway Restaurant at 660 Woodward","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/2016/Subway Signage.pdf","960"
"Division Reports","2016 Reports to Council","2016-01-28:  Proposed Calendar for the 2016-2017 Budget Development Process","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Proposed Calendar for 2016-17 Budget.pdf","961"
"Division Reports","2016 Reports to Council","2016-01-28:  A Review of the Neighborhood Enterprise Zone Act (NEZ)","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Review of NEZ Act.pdf","962"
"Division Reports","2016 Reports to Council","2016-01-28:  Recall Requirements","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Recall Requirements.pdf","963"
"Division Reports","2016 Reports to Council","2016-01-27:  SMART and DDOT bus routes","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/SMART and DDOT Bus Routes.pdf","964"
"Division Reports","2016 Reports to Council","2016-01-25:  Reso in Opposition to Senate Bills 710/711","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Reso Opposing Senate Bills 710 and 711-Revised.pdf","965"
"Division Reports","2016 Reports to Council","2016-01-20:  2051 Rosa Parks, LLC Revised Report","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/2051 Rosa Parks LLC - Revised Report.pdf","966"
"Division Reports","2016 Reports to Council","2016-01-20:  Report on Gaming Tax Revenue through December 2015","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Gaming Tax Revenue - 1-13-2016.pdf","967"
"Division Reports","2016 Reports to Council","2016-01-20:  Taxing Jurisdictions, Notice and Exemptions","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Taxing Jurisdictions 1-20-2016.pdf","968"
"Division Reports","2016 Reports to Council","2016-01-19:  Reporting Requirements for a City Council Created Task Force","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Council Task Force Rules 1-19-2016.pdf","969"
"Division Reports","2016 Reports to Council","2016-01-19:  Updated Financial Analysis of the FY 2015 General Fund","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Updated Financial Analysis of FY Gen Fund.pdf","970"
"Division Reports","2016 Reports to Council","2016-01-13:  City Council Appointments to Boards and Commissions","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Boards and Commissions 1-20-2016.pdf","971"
"Division Reports","2016 Reports to Council","2016-01-08:  Marathon Air Pollution Permit","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/Marathon Air Pollution Permit 1-8-2016.pdf","972"
"Division Reports","2016 Reports to Council","2016-01-06:  2051 Rosa Parks, LLC Obsolete Property Rehabilitation Certificate Request","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2016 Reports to Council/2051 Rosa Parks LLC.pdf","973"
"Division Reports","2015 Reports to Council","2015-12-29:  Dangerous Animals","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Dangerous Animals 12-29-2015.pdf","974"
"Division Reports","2015 Reports to Council","2015-12-23:  Soil Stockpiles","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Soil Stockpiles Final Report to CC.pdf","975"
"Division Reports","2015 Reports to Council","2015-12-18:  Demolition Costs","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Demolition Costs 12-18-2015.pdf","976"
"Division Reports","2015 Reports to Council","2015-12-17:  Reso in Support of Detroit Election Commission","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Reso in Support of Election Commission.pdf","977"
"Division Reports","2015 Reports to Council","2015-12-10:  Gaming Tax Revenue through November 2015","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Gaming Tax Revenue Nov 2015.pdf","978"
"Division Reports","2015 Reports to Council","2015-12-01:  Regulating and Taxing Short-Term Rentals","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Short Term Rentals 12-1-2015.pdf","979"
"Division Reports","2015 Reports to Council","2015-11-30:  Recovery Park Project Zoning/Permit Concerns","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2017/Recovery Park Zoning Permit Concerns.pdf","980"
"Division Reports","2015 Reports to Council","2015-11-20:  Contract 2905160 with Standard Insurance Company","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Standard Insurance Co 2905160.pdf","981"
"Division Reports","2015 Reports to Council","2015-11-19:  Medical Marihuana facilities amendment to Detroit Zoning Ord.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Medical Marihuana Corrected Report.pdf","982"
"Division Reports","2015 Reports to Council","2015-11-18:  Resurgent Cineribus, LLC Obsolete Property Rehabilitation Certificate","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Resurgent Cineribus LLC Tax Abatement Req.pdf","983"
"Division Reports","2015 Reports to Council","2015-11-18:  Brush Park Development Co Phase I, LLC Commercial Rehab Exemption","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Brush Park Develop Co Phase 1.pdf","984"
"Division Reports","2015 Reports to Council","2015-11-18:  Lease of City-Owned Properties within Recovery Park Project Area","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Recovery Park 11-18-2015.pdf","985"
"Division Reports","2015 Reports to Council","2015-11-17:  Busy Bee Detroit, LLC Obsolete Property Rehabilitation Certificate","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Busy Bee Detroit LLC 11-17-2015.pdf","986"
"Division Reports","2015 Reports to Council","2015-11-17:  Special District Review/Building Permit Apps during Winter Recess 2015","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/City Planning Commission/SD Review Winter Recess 2015.pdf","987"
"Division Reports","2015 Reports to Council","2015-11-17:  Kaline Squared Neighborhood Enterprise Zone","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Kaline Squared NEZ 11-17-2015.pdf","988"
"Division Reports","2015 Reports to Council","2015-11-17:  Tiger Stadium Property Redevelopment Project","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Tiger Stadium Project 11-17-2015.pdf","989"
"Division Reports","2015 Reports to Council","2015-11-17:  Sakthi Automotive Group request for MI Strategic Fund Renaissance Zone","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Sakthi Automotive Group 11-17-15.pdf","990"
"Division Reports","2015 Reports to Council","2015-11-13:  Off-Premises Advertising Signs in the Central Business District","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Off Premises Signs in Central Bus Dist.pdf","991"
"Division Reports","2015 Reports to Council","2013-11-13:  Petition #807 - Park Avenue Hotel Historic District","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Park Ave Hotel Pet 807.pdf","992"
"Division Reports","2015 Reports to Council","2013-11-13:  Petition #473 - Cass Park Historic District","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Cass Park HD Pet 473.pdf","993"
"Division Reports","2015 Reports to Council","2015-11-13:  Gaming Tax Revenue through October 2015","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Gaming Tax Revenue through Oct 2015.pdf","994"
"Division Reports","2015 Reports to Council","2015-11-12:  Revised Community Benefits Ordinance","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Revised Community Benefits Ord 11-12-2015.pdf","995"
"Division Reports","2015 Reports to Council","2015-11-12:  Toad Management, LLC Obsolete Property Rehab Certificate Application","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Toad Management Obsolete Rehab Cert.pdf","996"
"Division Reports","2015 Reports to Council","2015-11-12:  New Center Stamping, Inc. Tax Abatement Request","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/New Center Stamping Abatement Req.pdf","997"
"Division Reports","2015 Reports to Council","2015-11-10:  Petition 807 - Detroit City Airport as a local historic district","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Petition 807 Airport Historic Designation.pdf","998"
"Division Reports","2015 Reports to Council","2015-11-09:  U-Haul International - 19990 Telegraph - Amending existing PD","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/U-Haul International.pdf","999"
"Division Reports","2015 Reports to Council","2015-11-09:  Special District Review for Public Center zoning district for Cobo Center","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Cobo Center Generators.pdf","1000"
"Division Reports","2015 Reports to Council","2015-11-09:  Proposed text amendment for Medical Marihuana facilities","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Medical Marihuana Zoning Ord 11-9-2015.pdf","1001"
"Division Reports","2015 Reports to Council","2015-11-06:  CDBG/NOF Threshold Criteria 2016-17","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/CDBG-NOF Threshold Criteria 11-6-2015.pdf","1002"
"Division Reports","2015 Reports to Council","2015-11-06:  Secondary Street Naming Resolution - Eugene A. Gargaro, Jr.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/SSN-Eugene Gargaro Jr.pdf","1003"
"Division Reports","2015 Reports to Council","2015-11-06:  Secondary Street Naming Resolution - Thomas ""Hitman"" Hearns","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/SSN-Thomas Hearns.pdf","1004"
"Division Reports","2015 Reports to Council","2015-11-06:  Secondary Street Naming Resolution - Stevie Wonder","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/SSN-Stevie Wonder.pdf","1005"
